Report

k; seed; edge_density; Algorithm; n; Trials
16498350.0; None; 0.33; MVA; 10000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;      0.088397455215454;      0.002846120884115
t_expand_cliques;      0.086514711380005;      0.021482761760558
total;      0.174912166595459;      0.022953351660591
nodes;  10000.000000000000000;      0.000000000000000
edges; 16498350.000000000000000;      0.000000000000000

---
## Clique trees


; mean; std
num;    526.899999999999977;    170.226287302780861
min_size;      1.000000000000000;      0.000000000000000
max_size;   5579.300000000000182;    217.285296327202047
sum_size;  10380.899999999999636;    145.960002131481957
avg_size;     22.600000000000001;     13.259797216481941
sum_weight;    380.899999999999977;    145.960002131481986
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 16498350.000000000000000;      0.000000000000000
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
