Report

k; seed; edge_density; Algorithm; n; Trials
4124175.0; None; 0.33; MVA; 5000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;      0.044080114364624;      0.001355798155006
t_expand_cliques;      0.037561631202698;      0.000525186644181
total;      0.081641745567322;      0.001484740377200
nodes;   5000.000000000000000;      0.000000000000000
edges; 4124163.200000000186265;     28.385442278275907

---
## Clique trees


; mean; std
num;    242.699999999999989;     89.542106792775925
min_size;      1.000000000000000;      0.000000000000000
max_size;   2695.900000000000091;    266.080376327655301
sum_size;   5159.699999999999818;     60.904387727358731
avg_size;     25.300000000000001;     15.004073520954977
sum_weight;    159.699999999999989;     60.904387727358731
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 4124163.200000000186265;     28.385442278275907
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
