Report

k; seed; edge_density; Algorithm; n; Trials
156243750.0; None; 0.5; MVA; 25000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;      0.247902488708496;      0.003494214741948
t_expand_cliques;      0.198772072792053;      0.004669094825532
total;      0.446674561500549;      0.006333124077716
nodes;  25000.000000000000000;      0.000000000000000
edges; 156243749.099999994039536;      2.514402955419481

---
## Clique trees


; mean; std
num;    698.399999999999977;    262.640523233648082
min_size;      1.000000000000000;      0.000000000000000
max_size;  17443.400000000001455;    332.560169994343539
sum_size;  25495.000000000000000;    180.620535315832171
avg_size;     43.100000000000001;     22.238355254929363
sum_weight;    495.000000000000000;    180.620535315832171
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 156243749.099999994039536;      2.514402955419481
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
