Report

k; seed; edge_density; Algorithm; n; Trials
1249750.0; None; 0.1; MVA; 5000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;      0.039752697944641;      0.001187014307584
t_expand_cliques;      0.037703371047973;      0.000378127042599
total;      0.077456068992615;      0.001339622071707
nodes;   5000.000000000000000;      0.000000000000000
edges; 1249750.000000000000000;      0.000000000000000

---
## Clique trees


; mean; std
num;    547.500000000000000;     68.542363218345159
min_size;      1.000000000000000;      0.000000000000000
max_size;   1379.200000000000045;    136.937779869382865
sum_size;   5374.600000000000364;     41.427848926376406
avg_size;      9.400000000000000;      1.264911064067352
sum_weight;    374.600000000000023;     41.427848926376406
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 1249750.000000000000000;      0.000000000000000
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
