Report

k; seed; edge_density; Algorithm; n; Trials
164999835000.0; None; 0.33; MVA; 1000000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;     71.439158058166498;      0.204824067961171
t_expand_cliques;      9.186507153511048;      0.080959970435785
total;     80.625665211677557;      0.259054826097311
nodes; 1000000.000000000000000;      0.000000000000000
edges; 164999835000.000000000000000;      0.000000000000000

---
## Clique trees


; mean; std
num;  31651.400000000001455;   7037.181241251515530
min_size;      1.000000000000000;      0.000000000000000
max_size; 567007.300000000046566;   9377.293557074746786
sum_size; 1022428.500000000000000;   4955.436369393831228
avg_size;     33.799999999999997;      9.738811243906746
sum_weight;  22428.500000000000000;   4955.436369393831228
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 164999835000.000000000000000;      0.000000000000000
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
