Report

k; seed; edge_density; Algorithm; n; Trials
124997500.0; None; 0.1; MVA; 50000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;      0.554103875160217;      0.009721703109482
t_expand_cliques;      0.398719501495361;      0.023822097303706
total;      0.952823376655578;      0.025123264933008
nodes;  50000.000000000000000;      0.000000000000000
edges; 124997500.000000000000000;      0.000000000000000

---
## Clique trees


; mean; std
num;   4103.800000000000182;    662.010876043588951
min_size;      1.000000000000000;      0.000000000000000
max_size;  14298.299999999999272;   1609.932369179939542
sum_size;  52869.099999999998545;    509.716577019905117
avg_size;     12.600000000000000;      1.955050439815357
sum_weight;   2869.099999999999909;    509.716577019905117
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 124997500.000000000000000;      0.000000000000000
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
