Report

k; seed; edge_density; Algorithm; n; Trials
12372525.0; None; 0.99; MVA; 5000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;      0.045825409889221;      0.002619663938320
t_expand_cliques;      0.037862205505371;      0.000407732084490
total;      0.083687615394592;      0.002743719341797
nodes;   5000.000000000000000;      0.000000000000000
edges; 12361144.099999999627471;   8062.426743164175605

---
## Clique trees


; mean; std
num;      4.400000000000000;      2.796823595120404
min_size;     10.800000000000001;     13.197642887189279
max_size;   4972.600000000000364;      1.646545204697129
sum_size;   5001.100000000000364;      1.449137674618944
avg_size;   1545.599999999999909;    783.325418399729415
sum_weight;      1.100000000000000;      1.449137674618944
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 12361144.099999999627471;   8062.426743164175605
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
