Report

k; seed; edge_density; Algorithm; n; Trials
49999950000.0; None; 0.1; MVA; 1000000; 10

---
## Time - Output Parameters
; mean; std
t_merge_cliques;     71.300180792808533;      0.811392048229156
t_expand_cliques;      9.212976479530335;      0.140489203824956
total;     80.513157272338873;      0.792641980873361
nodes; 1000000.000000000000000;      0.000000000000000
edges; 49999950000.000000000000000;      0.000000000000000

---
## Clique trees


; mean; std
num;  70829.300000000002910;  12869.126751432842866
min_size;      1.000000000000000;      0.000000000000000
max_size; 303090.700000000011642;  18748.259652861412178
sum_size; 1050495.300000000046566;   9128.707150157317301
avg_size;     14.800000000000001;      3.119829055146024
sum_weight;  50495.300000000002910;   9128.707150157317301
avg_weight;      0.000000000000000;      0.000000000000000
num_edges; 49999950000.000000000000000;      0.000000000000000
width;      0.000000000000000;      0.000000000000000
height;      0.000000000000000;      0.000000000000000
